iteration,group1,group2,status
234,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'DIS', 'HD', 'INTC', 'NFLX', 'PEP', 'PFE', 'UNH', 'V', 'WMT']","['BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'NVDA', 'PG', 'T', 'VZ', 'XOM']",untrained
235,"['AAPL', 'ADBE', 'CSCO', 'DIS', 'HD', 'JNJ', 'MA', 'MRK', 'PEP', 'PFE', 'PG', 'UNH', 'V', 'VZ']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'T', 'WMT', 'XOM']",untrained
236,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'HD', 'JNJ', 'MA', 'MRK', 'UNH', 'V', 'WMT']","['BRK-B', 'GOOGL', 'INTC', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'VZ', 'XOM']",untrained
237,"['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'JPM', 'MSFT', 'NFLX', 'PFE', 'T', 'VZ']","['ADBE', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'NVDA', 'PEP', 'PG', 'UNH', 'V', 'WMT', 'XOM']",untrained
238,"['ABT', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'T', 'UNH', 'V']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'HD', 'JPM', 'MA', 'NVDA', 'PFE', 'PG', 'VZ', 'WMT', 'XOM']",untrained
239,"['ADBE', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NVDA', 'PG', 'T', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'HD', 'JPM', 'KO', 'NFLX', 'PEP', 'PFE', 'UNH', 'V', 'VZ']",untrained
240,"['AAPL', 'DIS', 'GOOGL', 'JNJ', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PFE', 'T', 'V', 'VZ', 'XOM']","['ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JPM', 'KO', 'NFLX', 'PG', 'UNH', 'WMT']",untrained
241,"['ADBE', 'AMZN', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'T', 'UNH', 'XOM']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'CSCO', 'INTC', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'V', 'VZ', 'WMT']",untrained
242,"['AAPL', 'ABT', 'AMZN', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'PG', 'V', 'VZ']","['ADBE', 'BAC', 'CSCO', 'DIS', 'HD', 'MA', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'WMT', 'XOM']",untrained
243,"['AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MRK', 'MSFT', 'NFLX', 'PFE', 'T', 'V', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'DIS', 'JPM', 'KO', 'MA', 'NVDA', 'PEP', 'PG', 'UNH', 'VZ', 'WMT']",untrained
244,"['BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'T', 'V', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'GOOGL', 'INTC', 'JPM', 'KO', 'NFLX', 'NVDA', 'PG', 'UNH', 'VZ', 'WMT']",untrained
245,"['AAPL', 'ADBE', 'BAC', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'NFLX', 'NVDA', 'PEP', 'UNH', 'V']","['ABT', 'AMZN', 'BRK-B', 'DIS', 'KO', 'MA', 'MRK', 'MSFT', 'PFE', 'PG', 'T', 'VZ', 'WMT', 'XOM']",untrained
246,"['AMZN', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'V', 'WMT']",untrained
247,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'KO', 'MRK', 'MSFT', 'NFLX', 'VZ', 'XOM']","['AAPL', 'ADBE', 'GOOGL', 'JNJ', 'JPM', 'MA', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
248,"['AAPL', 'ABT', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'PEP', 'PFE', 'PG', 'UNH', 'V']","['ADBE', 'BAC', 'BRK-B', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'T', 'VZ', 'WMT', 'XOM']",untrained
249,"['AAPL', 'ADBE', 'AMZN', 'GOOGL', 'JNJ', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PFE', 'UNH', 'V', 'WMT', 'XOM']","['ABT', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'NFLX', 'PG', 'T', 'VZ']",untrained
250,"['ADBE', 'AMZN', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'NVDA', 'PFE', 'PG', 'V', 'VZ', 'WMT']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'DIS', 'INTC', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'T', 'UNH', 'XOM']",untrained
251,"['AAPL', 'ABT', 'CSCO', 'HD', 'JPM', 'KO', 'MRK', 'NFLX', 'PEP', 'PG', 'UNH', 'V', 'WMT', 'XOM']","['ADBE', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MSFT', 'NVDA', 'PFE', 'T', 'VZ']",untrained
252,"['ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'MA', 'MSFT', 'PG', 'T', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'AMZN', 'DIS', 'INTC', 'JPM', 'KO', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PFE', 'UNH', 'WMT']",untrained
253,"['BAC', 'BRK-B', 'CSCO', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'V', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'NVDA', 'UNH', 'XOM']",untrained
254,"['ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'JPM', 'MA', 'NVDA', 'PEP', 'PFE', 'PG', 'UNH']","['AAPL', 'BAC', 'HD', 'INTC', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'T', 'V', 'VZ', 'WMT', 'XOM']",untrained
255,"['ABT', 'AMZN', 'CSCO', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'PG', 'V', 'VZ', 'XOM']","['AAPL', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'MRK', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'WMT']",untrained
256,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'KO', 'MSFT', 'PEP', 'T', 'V', 'WMT']","['AAPL', 'ADBE', 'HD', 'INTC', 'JPM', 'MA', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH', 'VZ', 'XOM']",untrained
257,"['AAPL', 'ABT', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'MRK', 'NFLX', 'NVDA', 'PG', 'T', 'XOM']","['ADBE', 'AMZN', 'DIS', 'JNJ', 'JPM', 'KO', 'MA', 'MSFT', 'PEP', 'PFE', 'UNH', 'V', 'VZ', 'WMT']",untrained
258,"['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'DIS', 'JNJ', 'MA', 'MRK', 'MSFT', 'PEP', 'T', 'VZ', 'WMT']","['AMZN', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH', 'V', 'XOM']",untrained
259,"['ADBE', 'CSCO', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'PEP', 'PFE', 'T', 'UNH', 'VZ', 'WMT']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'MA', 'MRK', 'NVDA', 'PG', 'V', 'XOM']",untrained
260,"['AAPL', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'JPM', 'KO', 'MRK', 'NFLX', 'PG', 'V', 'WMT', 'XOM']","['ABT', 'AMZN', 'BAC', 'GOOGL', 'HD', 'JNJ', 'MA', 'MSFT', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'VZ']",untrained
261,"['AAPL', 'ABT', 'AMZN', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PG', 'T', 'VZ']","['ADBE', 'BAC', 'BRK-B', 'DIS', 'JNJ', 'KO', 'MA', 'MRK', 'PEP', 'PFE', 'UNH', 'V', 'WMT', 'XOM']",untrained
262,"['ABT', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'JPM', 'NFLX', 'NVDA', 'PEP', 'PFE', 'VZ', 'WMT', 'XOM']","['AAPL', 'AMZN', 'BAC', 'GOOGL', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'PG', 'T', 'UNH', 'V']",untrained
263,"['ADBE', 'AMZN', 'DIS', 'GOOGL', 'INTC', 'JPM', 'MA', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'V', 'WMT']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'CSCO', 'HD', 'JNJ', 'KO', 'MRK', 'MSFT', 'PEP', 'UNH', 'VZ', 'XOM']",untrained
264,"['ADBE', 'AMZN', 'BAC', 'DIS', 'GOOGL', 'HD', 'JPM', 'MRK', 'NFLX', 'PFE', 'PG', 'T', 'V', 'VZ']","['AAPL', 'ABT', 'BRK-B', 'CSCO', 'INTC', 'JNJ', 'KO', 'MA', 'MSFT', 'NVDA', 'PEP', 'UNH', 'WMT', 'XOM']",untrained
265,"['ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'INTC', 'KO', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'V', 'WMT']","['AAPL', 'BAC', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'XOM']",untrained
266,"['ABT', 'BRK-B', 'CSCO', 'INTC', 'KO', 'MA', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'VZ', 'WMT', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'MSFT', 'PG', 'UNH', 'V']",untrained
267,"['ADBE', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'NVDA', 'PFE', 'T', 'UNH']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'MA', 'NFLX', 'PEP', 'PG', 'V', 'VZ', 'WMT', 'XOM']",untrained
268,"['GOOGL', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'T', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JPM', 'KO', 'NVDA', 'PG', 'WMT']",untrained
269,"['ABT', 'AMZN', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JNJ', 'MSFT', 'NVDA', 'PEP', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ADBE', 'BAC', 'DIS', 'GOOGL', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'PFE', 'PG', 'T', 'WMT']",untrained
270,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'KO', 'NFLX', 'NVDA', 'PEP', 'PG', 'VZ', 'WMT']","['AAPL', 'ADBE', 'CSCO', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'PFE', 'T', 'UNH', 'V', 'XOM']",untrained
271,"['AAPL', 'ABT', 'ADBE', 'BRK-B', 'DIS', 'INTC', 'JPM', 'KO', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'WMT']","['AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'MA', 'MRK', 'MSFT', 'PG', 'UNH', 'V', 'VZ', 'XOM']",untrained
272,"['ABT', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'PEP', 'V', 'WMT']","['AAPL', 'ADBE', 'BRK-B', 'DIS', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'XOM']",untrained
273,"['AAPL', 'ABT', 'BAC', 'BRK-B', 'DIS', 'INTC', 'JPM', 'MA', 'NVDA', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['ADBE', 'AMZN', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'V']",untrained
274,"['AMZN', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'T', 'UNH', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'JNJ', 'MA', 'MRK', 'PFE', 'PG', 'V', 'VZ', 'WMT']",untrained
275,"['ABT', 'ADBE', 'BRK-B', 'DIS', 'JNJ', 'JPM', 'MRK', 'MSFT', 'NVDA', 'T', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'INTC', 'KO', 'MA', 'NFLX', 'PEP', 'PFE', 'PG', 'UNH']",untrained
276,"['AAPL', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'MA', 'NFLX', 'PEP', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['ABT', 'ADBE', 'BAC', 'BRK-B', 'HD', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'NVDA', 'PFE', 'PG', 'V']",untrained
277,"['AMZN', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'CSCO', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'PG', 'T', 'UNH', 'WMT']",untrained
278,"['ABT', 'ADBE', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'PEP', 'PFE', 'PG', 'UNH', 'WMT']","['AAPL', 'AMZN', 'BAC', 'CSCO', 'DIS', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'T', 'V', 'VZ', 'XOM']",untrained
279,"['ADBE', 'AMZN', 'BRK-B', 'DIS', 'HD', 'JNJ', 'MA', 'NVDA', 'PFE', 'PG', 'T', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'BAC', 'CSCO', 'GOOGL', 'INTC', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'UNH', 'VZ']",untrained
280,"['ADBE', 'AMZN', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'JPM', 'MA', 'MSFT', 'NFLX', 'PFE', 'T', 'UNH', 'XOM']","['AAPL', 'ABT', 'BAC', 'CSCO', 'GOOGL', 'HD', 'KO', 'MRK', 'NVDA', 'PEP', 'PG', 'V', 'VZ', 'WMT']",untrained
281,"['AAPL', 'BAC', 'BRK-B', 'DIS', 'JPM', 'KO', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'VZ', 'WMT', 'XOM']","['ABT', 'ADBE', 'AMZN', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'PG', 'UNH', 'V']",untrained
282,"['BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'PEP', 'PG', 'UNH', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'DIS', 'HD', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'T', 'V']",untrained
283,"['AMZN', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'MA', 'MSFT', 'NVDA', 'PFE', 'PG', 'V', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BAC', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'PEP', 'T', 'UNH', 'XOM']",untrained
284,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'NVDA', 'V', 'WMT', 'XOM']","['AAPL', 'ADBE', 'DIS', 'GOOGL', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'VZ']",untrained
285,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'JPM', 'MA', 'MRK', 'NVDA', 'PFE', 'T', 'V', 'WMT', 'XOM']","['AAPL', 'ADBE', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'PEP', 'PG', 'UNH', 'VZ']",untrained
286,"['ABT', 'ADBE', 'CSCO', 'DIS', 'GOOGL', 'KO', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'V', 'VZ', 'XOM']","['AAPL', 'AMZN', 'BAC', 'BRK-B', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'PEP', 'UNH', 'WMT']",untrained
287,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'KO', 'NFLX', 'NVDA', 'UNH', 'WMT', 'XOM']","['BAC', 'DIS', 'HD', 'INTC', 'JPM', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'PG', 'T', 'V', 'VZ']",untrained
288,"['AAPL', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'MRK', 'MSFT', 'NVDA', 'PFE', 'T', 'V', 'VZ', 'WMT']","['ABT', 'ADBE', 'BAC', 'CSCO', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'NFLX', 'PEP', 'PG', 'UNH', 'XOM']",untrained
289,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'V', 'VZ']","['BAC', 'BRK-B', 'GOOGL', 'HD', 'JNJ', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'WMT', 'XOM']",untrained
290,"['AAPL', 'ADBE', 'DIS', 'GOOGL', 'HD', 'JNJ', 'KO', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PFE', 'V', 'VZ']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'INTC', 'JPM', 'MA', 'MSFT', 'PG', 'T', 'UNH', 'WMT', 'XOM']",untrained
291,"['ABT', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JPM', 'KO', 'MRK', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'HD', 'JNJ', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'V', 'XOM']",untrained
292,"['ADBE', 'BAC', 'BRK-B', 'CSCO', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'PG', 'V']",untrained
293,"['BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MSFT', 'NVDA', 'PG', 'UNH', 'V', 'VZ']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'DIS', 'INTC', 'KO', 'MRK', 'NFLX', 'PEP', 'PFE', 'T', 'WMT', 'XOM']",untrained
294,"['ABT', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'NFLX', 'PFE', 'T', 'UNH', 'WMT']","['AAPL', 'ADBE', 'AMZN', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PG', 'V', 'VZ', 'XOM']",untrained
295,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JPM', 'NVDA', 'T', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'AMZN', 'CSCO', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'XOM']",untrained
296,"['ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'JPM', 'MA', 'NVDA', 'UNH', 'VZ', 'WMT', 'XOM']","['AAPL', 'CSCO', 'DIS', 'INTC', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'V']",untrained
297,"['ABT', 'ADBE', 'AMZN', 'HD', 'JNJ', 'KO', 'MRK', 'MSFT', 'PEP', 'T', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JPM', 'MA', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH']",untrained
298,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'KO', 'MA', 'NFLX', 'NVDA', 'PG', 'T', 'WMT']","['BRK-B', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MRK', 'MSFT', 'PEP', 'PFE', 'UNH', 'V', 'VZ', 'XOM']",untrained
299,"['AAPL', 'ABT', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'MA', 'MRK', 'PEP', 'PFE', 'PG', 'UNH', 'VZ', 'XOM']","['ADBE', 'AMZN', 'CSCO', 'DIS', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'T', 'V', 'WMT']",untrained
300,"['AAPL', 'ABT', 'AMZN', 'GOOGL', 'JNJ', 'MRK', 'MSFT', 'NFLX', 'PG', 'T', 'UNH', 'V', 'VZ', 'XOM']","['ADBE', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'NVDA', 'PEP', 'PFE', 'WMT']",untrained
301,"['AAPL', 'BRK-B', 'GOOGL', 'HD', 'JPM', 'KO', 'MRK', 'MSFT', 'PEP', 'T', 'V', 'VZ', 'WMT', 'XOM']","['ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'INTC', 'JNJ', 'MA', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH']",untrained
302,"['AAPL', 'ADBE', 'BAC', 'CSCO', 'DIS', 'HD', 'JPM', 'MA', 'MRK', 'NFLX', 'T', 'UNH', 'V', 'WMT']","['ABT', 'AMZN', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'VZ', 'XOM']",untrained
303,"['ABT', 'ADBE', 'AMZN', 'BAC', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'MSFT', 'NVDA', 'PFE', 'T', 'XOM']","['AAPL', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'MRK', 'NFLX', 'PEP', 'PG', 'UNH', 'V', 'VZ', 'WMT']",untrained
304,"['ADBE', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'MRK', 'NFLX', 'NVDA', 'PFE', 'T', 'V', 'WMT']","['AAPL', 'ABT', 'AMZN', 'BAC', 'CSCO', 'JNJ', 'KO', 'MA', 'MSFT', 'PEP', 'PG', 'UNH', 'VZ', 'XOM']",untrained
305,"['AAPL', 'ADBE', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'NFLX', 'T', 'UNH', 'V', 'WMT']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'HD', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'VZ', 'XOM']",untrained
306,"['AAPL', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'KO', 'MRK', 'MSFT', 'NFLX', 'V', 'XOM']","['ABT', 'AMZN', 'DIS', 'JNJ', 'JPM', 'MA', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT']",untrained
307,"['BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'PFE', 'PG', 'V', 'VZ']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'HD', 'MA', 'MRK', 'NFLX', 'PEP', 'T', 'UNH', 'WMT', 'XOM']",untrained
308,"['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'HD', 'JNJ', 'JPM', 'KO', 'NFLX', 'PEP', 'T', 'UNH', 'VZ', 'XOM']","['ABT', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'MA', 'MRK', 'MSFT', 'NVDA', 'PFE', 'PG', 'V', 'WMT']",untrained
309,"['ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'KO', 'MA', 'NVDA', 'PEP', 'T', 'VZ', 'WMT']","['AAPL', 'ABT', 'AMZN', 'DIS', 'INTC', 'JPM', 'MRK', 'MSFT', 'NFLX', 'PFE', 'PG', 'UNH', 'V', 'XOM']",untrained
310,"['AAPL', 'ADBE', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'MRK', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'VZ']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'JNJ', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'UNH', 'V', 'WMT', 'XOM']",untrained
311,"['ADBE', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'PEP', 'PFE', 'PG', 'T', 'V', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'INTC', 'KO', 'MA', 'MSFT', 'NFLX', 'NVDA', 'UNH', 'VZ', 'WMT']",untrained
